代码,名称,最新价,当日涨幅,MA120,价格/MA120,换手率,总市值(亿),涨停日期,涨停次数
002251,步步高,5.49,2.62,5.472250000000001,1.0032436383571657,7.91,147.60961293,2025-12-10,1
