代码,名称,最新价,涨跌幅,换手率,总市值,MA5,收盘偏离MA5,最低偏离MA5,MA5斜率,5日涨幅,20日涨幅,昨日涨跌
300952,恒辉安防,42.65,6.04,11.39,73.60826551,40.306,5.815511338262297,-0.014886121173026914,3.5771187747340187,18.360000000000003,20.410000000000004,-1.59
301221,光庭信息,60.1,5.98,13.15,55.6660023,55.746,7.8104258601513985,1.5319484806084727,2.962579882531134,14.76,24.5,0.84
603286,日盈电子,71.37,5.06,8.67,83.78547595,67.672,5.4645939236316465,0.15959333254522418,3.635639682685526,18.74,31.279999999999998,-1.78
