代码,名称,最新价,涨跌幅,换手率,总市值,MA5,收盘偏离MA5,最低偏离MA5,MA5斜率,5日涨幅,20日涨幅,昨日涨跌
301248,杰创智能,36.39,6.94,11.45,55.9332495,33.64,8.174791914387633,0.029726516052312753,3.0384709629992566,15.059999999999999,20.39,0.18
300518,新迅达,20.09,5.18,9.69,40.06178562,18.784000000000002,6.9527257240204285,1.5758091993185466,2.1758050478677227,11.24,17.450000000000003,-1.8
301002,崧盛股份,39.48,4.86,12.43,48.97829817,37.118,6.363489412145036,0.678915889864743,3.0425850868913544,15.59,27.369999999999997,-2.21
600577,精达股份,13.79,4.0,7.66,296.38378954,12.929999999999998,6.651198762567683,1.546790409899481,2.6190476190476057,13.07,31.54,0.61
